ticker,name,sector,industry,date,close,chg20,volume,score,passed,uptrend
CRGY,Crescent Energy Company,能源,油气生产,2026-08-27,13.65,23.4,69274164,1.0,uptrend,7/8
S,"Sentinelone, Inc.",科技,计算机软件：成品软件,2026-08-27,22.71,23.4,155552476,1.0,uptrend,8/8
OMDA,"Omada Health, Inc.",医疗保健,医疗/护理服务,2026-08-27,24.27,23.3,32985838,1.0,uptrend,6/8
SXC,"Suncoke Energy, Inc.",工业,Steel/Iron Ore,2026-08-27,10.28,23.3,14582993,1.0,uptrend,7/8
CRWD,CrowdStrike,科技,计算机软件：成品软件,2026-08-27,227.96,23.1,1813738300,1.0,uptrend,7/8
OKTA,"Okta, Inc.",科技,计算机软件：成品软件,2026-08-27,172.91,23.1,519655071,1.0,uptrend,6/8
RIGL,"Rigel Pharmaceuticals, Inc.",医疗保健,生物科技：制药,2026-08-27,46.86,23.1,14722569,1.0,uptrend,7/8
VCTR,"Victory Capital Holdings, Inc. Class A Common Stock",金融,投资管理,2026-08-27,121.13,23.0,72579865,1.0,uptrend,8/8
ANDG,Andersen Group Inc.,非必需消费,商业服务,2026-08-27,56.56,22.7,29031815,1.0,uptrend,7/7
ATRC,AtriCure,医疗保健,医疗/牙科器械,2026-08-27,49.27,22.7,32571733,1.0,uptrend,7/8
CRSP,Crispr Therapeutics Ag,医疗保健,生物科技：生物制品,2026-08-27,59.37,22.6,83911583,1.0,uptrend,7/8
FNV,Franco-Nevada Corporation,基础材料,贵金属,2026-08-27,271.31,22.6,201808581,1.0,uptrend,7/8
MUX,Mcewen Inc.,基础材料,贵金属,2026-08-27,21.66,22.4,21715383,1.0,uptrend,7/8
RHI,罗致恒富,非必需消费,专业服务,2026-08-27,44.97,22.4,81904236,1.0,uptrend,8/8
WDAY,Workday,科技,电子数据处理服务,2026-08-27,193.57,22.4,899119164,1.0,uptrend,6/8
NSIT,"Insight Enterprises, Inc.",非必需消费,目录/专业分销,2026-08-27,156.26,22.3,60637768,1.0,uptrend,7/8
SAP,思爱普,科技,计算机软件：成品软件,2026-08-27,221.17,22.3,528771492,1.0,uptrend,7/8
GCT,大健云仓,非必需消费,目录/专业分销,2026-08-27,51.58,22.2,33147608,1.0,uptrend,7/8
QNST,"Quinstreet, Inc.",非必需消费,商业服务,2026-08-27,18.9,21.9,22114667,1.0,uptrend,5/8
PD,"Pagerduty, Inc.",科技,计算机软件：成品软件,2026-08-27,12.63,21.8,14160654,1.0,uptrend,8/8
FRSH,Freshworks Inc.,科技,计算机软件：成品软件,2026-08-27,13.69,21.6,83771187,1.0,uptrend,7/8
INSP,"Inspire Medical Systems, Inc.",医疗保健,医疗/牙科器械,2026-08-27,60.82,21.6,39910739,1.0,uptrend,5/8
PRCH,"Porch Group, Inc.",科技,计算机软件：成品软件,2026-08-27,17.44,21.6,24212839,1.0,uptrend,7/8
ARGX,Argenx Se,医疗保健,生物科技：生物制品,2026-08-27,1058.9,21.4,296744587,1.0,uptrend,6/8
ABNB,爱彼迎,非必需消费,Diversified Commercial Services,2026-08-27,184.4,21.3,977939349,1.0,uptrend,7/8
COUR,"Coursera, Inc.",科技,计算机软件：成品软件,2026-08-27,6.39,21.3,29724895,1.0,uptrend,7/8
BLKB,布莱克波特科技,科技,计算机软件：成品软件,2026-08-27,48.57,21.2,23412770,1.0,uptrend,7/8
DLB,杜比实验室,其他,Multi-Sector Companies,2026-08-27,62.41,21.2,59241790,1.0,uptrend,7/8
DT,"Dynatrace, Inc.",科技,计算机软件：成品软件,2026-08-27,53.43,21.2,372568381,1.0,uptrend,7/8
TBBB,Bbb Foods Inc.,必需消费,连锁餐饮/食品零售,2026-08-27,48.7,21.1,41147078,1.0,uptrend,8/8
TRUP,"Trupanion, Inc.",医疗保健,医疗专科,2026-08-27,29.65,21.1,17882951,1.0,uptrend,6/8
PGEN,"Precigen, Inc.",医疗保健,生物科技：制药,2026-08-27,7.19,21.0,45155143,1.0,uptrend,7/8
SRRK,Scholar Rock Holding Corporation,医疗保健,生物科技：生物制品,2026-08-27,59.26,21.0,58053381,1.0,uptrend,7/8
VSTM,"Verastem, Inc.",医疗保健,生物科技：制药,2026-08-27,7.38,21.0,12800506,1.0,uptrend,7/8
DV,"Doubleverify Holdings, Inc.",科技,计算机软件：编程与数据处理,2026-08-27,13.34,20.8,71028737,1.0,uptrend,7/8
TARS,"Tarsus Pharmaceuticals, Inc.",医疗保健,生物科技：生物制品,2026-08-27,71.92,20.8,48722201,1.0,uptrend,7/8
AVNT,Avient Corporation,工业,Major Chemicals,2026-08-27,44.26,20.7,39478291,1.0,uptrend,7/8
ECO,Okeanis Eco Tankers Corp.,非必需消费,海上运输,2026-08-27,66.34,20.7,37122221,1.0,uptrend,7/8
MRAM,"Everspin Technologies, Inc.",科技,半导体,2026-08-27,17.46,20.7,23977476,1.0,uptrend,5/8
CVNA,Carvana Co.,非必需消费,Retail-Auto Dealers and Gas Stations,2026-08-27,74.09,20.6,640350721,1.0,uptrend,7/8
OWL,Blue Owl Capital Inc.,金融,投资管理,2026-08-27,12.02,20.6,230751018,1.0,uptrend,6/8
WAY,Waystar Holding Corp.,科技,电子数据处理服务,2026-08-27,25.25,20.6,67654588,1.0,uptrend,7/8
CCJ,卡梅科,基础材料,Other Metals and Minerals,2026-08-27,106.33,20.5,282932977,1.0,uptrend,7/8
DOCS,"Doximity, Inc.",科技,电子数据处理服务,2026-08-27,25.59,20.5,197036336,1.0,uptrend,5/8
FUTU,富途控股,金融,投资银行/经纪服务,2026-08-27,124.57,20.5,168687131,1.0,uptrend,7/8
JANX,"Janux Therapeutics, Inc.",医疗保健,生物科技：制药,2026-08-27,18.78,20.5,11894875,1.0,uptrend,8/8
MGNI,"Magnite, Inc.",科技,计算机软件：编程与数据处理,2026-08-27,23.36,20.5,67142988,1.0,uptrend,6/8
TMDX,"Transmedics Group, Inc.",医疗保健,生物科技：电子医疗设备,2026-08-27,91.75,20.5,76079941,1.0,uptrend,6/8
HLNE,Hamilton Lane Incorporated,金融,投资管理,2026-08-27,106.88,20.2,68026884,1.0,uptrend,7/8
RDNT,"Radnet, Inc.",医疗保健,医疗专科,2026-08-27,75.36,20.2,53997693,1.0,uptrend,7/8
NXE,Nexgen Energy Ltd.,基础材料,Other Metals and Minerals,2026-08-27,11.19,20.1,53573693,1.0,uptrend,7/8
ARHS,"Arhaus, Inc.",非必需消费,其他专卖店,2026-08-27,8.81,20.0,15561719,1.0,uptrend,5/8
BNTX,Biontech Se,医疗保健,生物科技：生物制品,2026-08-27,111.4,20.0,181384491,1.0,uptrend,8/8
VRDN,"Viridian Therapeutics, Inc.",医疗保健,生物科技：制药,2026-08-27,23.88,20.0,38353763,1.0,uptrend,6/8
MAN,万宝盛华,非必需消费,专业服务,2026-08-27,62.21,19.9,52561988,1.0,uptrend,7/8
DXCM,德康医疗,医疗保健,医疗/牙科器械,2026-08-27,89.29,19.8,482047674,1.0,uptrend,7/8
FRPT,"Freshpet, Inc.",必需消费,包装食品,2026-08-27,72.78,19.8,106218323,1.0,uptrend,7/8
PEGA,Pegasystems Inc.,科技,电子数据处理服务,2026-08-27,35.89,19.8,55686374,1.0,uptrend,7/8
CRDO,Credo科技,科技,半导体,2026-08-27,240.24,19.5,1055237320,1.0,uptrend,6/8
PRAX,"Praxis Precision Medicines, Inc.",医疗保健,生物科技：制药,2026-08-27,367.85,19.5,157335115,1.0,uptrend,7/8
BIO,Bio Rad实验室,工业,生物科技：实验室分析仪器,2026-08-27,389.94,19.3,96740186,1.0,uptrend,8/8
GMAB,Genmab As,医疗保健,生物科技：制药,2026-08-27,34.1,19.1,94702177,1.0,uptrend,7/8
ORCL,甲骨文,科技,计算机软件：成品软件,2026-08-27,151.94,19.1,3785611027,1.0,uptrend,5/8
CTSH,高知特,科技,电子数据处理服务,2026-08-27,63.76,19.0,469180649,1.0,uptrend,7/8
RAPP,"Rapport Therapeutics, Inc.",医疗保健,生物科技：制药,2026-08-27,50.83,18.8,13430786,1.0,uptrend,8/8
HRB,H & R布洛克税务公司,非必需消费,Other Consumer Services,2026-08-27,52.51,18.6,130543215,1.0,uptrend,7/8
XPRO,Expro Ltd,能源,Oilfield Services/Equipment,2026-08-27,18.07,18.6,14556859,1.0,uptrend,7/8
DNOW,Dnow Inc.,非必需消费,Oil and Gas Field Machinery,2026-08-27,16.28,18.5,42332900,1.0,uptrend,7/8
FOXF,福克斯工厂控股,非必需消费,Motor Vehicles,2026-08-27,21.1,18.5,12395236,1.0,uptrend,7/8
PDS,Precision Drilling Corporation,能源,油气生产,2026-08-27,90.32,18.5,10246839,1.0,uptrend,6/8
MTDR,Matador Resources Company,能源,油气生产,2026-08-27,56.74,18.4,113997672,1.0,uptrend,7/8
PCOR,"Procore Technologies, Inc.",科技,计算机软件：成品软件,2026-08-27,63.7,18.4,224825414,1.0,uptrend,7/8
BR,Broadridge 金融解决方案,非必需消费,商业服务,2026-08-27,183.08,18.3,239125212,1.0,uptrend,7/8
TFPM,Triple Flag Precious Metals Corp.,工业,贵金属,2026-08-27,35.02,18.2,19799908,1.0,uptrend,8/8
SN,尚科宁家,非必需消费,消费电子/家电,2026-08-27,192.86,18.1,317779449,1.0,uptrend,7/8
EZPW,艾茨克普,非必需消费,其他专卖店,2026-08-27,34.41,18.0,38284630,1.0,uptrend,5/8
ORIC,"Oric Pharmaceuticals, Inc.",医疗保健,生物科技：制药,2026-08-27,13.74,18.0,18932949,1.0,uptrend,6/8
ATI,阿勒格尼技术,工业,Steel/Iron Ore,2026-08-27,214.52,17.9,332340530,1.0,uptrend,6/8
KSPI,Kaspi.Kz Jsc Sponsored Ads Each Rep 1 Com Shs,,,2026-08-27,105.01,17.9,65648945,1.0,uptrend,8/8
NTNX,路坦力,科技,计算机软件：成品软件,2026-08-27,69.84,17.9,186348630,1.0,uptrend,8/8
TVTX,"Travere Therapeutics, Inc.",医疗保健,生物科技：制药,2026-08-27,67.52,17.9,106742162,1.0,uptrend,6/8
BLMN,"Bloomin' Brands, Inc.",非必需消费,餐饮,2026-08-27,10.44,17.8,25359195,1.0,uptrend,5/8
AEHR,Aehr测试系统,工业,Electrical Products,2026-08-27,90.46,17.7,263706220,1.0,uptrend,5/8
ANET,"Arista Networks, Inc.",Telecommunications,计算机网络设备,2026-08-27,201.09,17.6,1505425207,1.0,uptrend,7/8
BLFS,"Biolife Solutions, Inc.",医疗保健,生物科技：电子医疗设备,2026-08-27,37.2,17.6,22696984,1.0,uptrend,8/8
FUBO,Fubotv Inc.,非必需消费,电影/娱乐,2026-08-27,10.1,17.6,16637294,1.0,uptrend,5/8
PANW,派拓网络,科技,Computer peripheral equipment,2026-08-27,382.85,17.6,2012549057,1.0,uptrend,6/8
SCCO,南方铜业,基础材料,金属矿业,2026-08-27,216.28,17.6,221245358,1.0,uptrend,8/8
SOUN,"Soundhound Ai, Inc.",科技,计算机软件：成品软件,2026-08-27,7.22,17.6,221198300,1.0,uptrend,5/8
UFPT,UFP技术,医疗保健,医疗/牙科器械,2026-08-27,299.95,17.6,54110208,1.0,uptrend,5/8
DOCU,"Docusign, Inc.",科技,计算机软件：成品软件,2026-08-27,63.8,17.5,171170403,1.0,uptrend,8/8
QURE,Uniqure N.V.,医疗保健,生物科技：制药,2026-08-27,49.56,17.5,52007655,1.0,uptrend,7/8
SQM,智利矿业化工,工业,Mining & Quarrying of Nonmetallic Minerals (No Fuels),2026-08-27,80.43,17.5,68661635,1.0,uptrend,8/8
DASH,"Doordash, Inc.",非必需消费,商业服务,2026-08-27,231.89,17.4,995168264,1.0,uptrend,7/8
NEO,"Neogenomics, Inc.",医疗保健,Precision Instruments,2026-08-27,18.64,17.4,31890099,1.0,uptrend,8/8
ABUS,Arbutus Biopharma Corporation,医疗保健,生物科技：制药,2026-08-27,5.17,17.2,18777151,1.0,uptrend,7/8
MANH,曼哈顿联合软件,科技,计算机软件：成品软件,2026-08-27,223.76,17.2,179666194,1.0,uptrend,7/8
LBRX,Lb Pharmaceuticals Inc,医疗保健,生物科技：制药,2026-08-27,47.89,17.1,15940142,1.0,uptrend,7/8
IOT,Samsara Inc.,科技,电子数据处理服务,2026-08-27,41.87,17.0,184357860,1.0,uptrend,7/8
W,Wayfair Inc.,非必需消费,目录/专业分销,2026-08-27,105.01,17.0,361642511,1.0,uptrend,6/8
NVDA,英伟达,科技,半导体,2026-08-27,227.98,16.9,27181331005,1.0,uptrend,8/8
IESC,"Ies Holdings, Inc.",工业,Engineering & Construction,2026-08-27,333.67,16.8,68857117,1.0,uptrend,5/8
LB,Landbridge Company Llc,能源,油气生产,2026-08-27,89.22,16.8,30369625,1.0,uptrend,6/8
ONTO,Onto Innovation,工业,工业机械/零部件,2026-08-27,292.62,16.8,335321317,1.0,uptrend,5/8
RSKD,睿思飞,非必需消费,商业服务,2026-08-27,6.12,16.8,10748330,1.0,uptrend,6/8
APA,阿帕奇石油,能源,油气生产,2026-08-27,42.38,16.7,238238484,1.0,uptrend,7/8
AZTA,"Azenta, Inc.",科技,工业机械/零部件,2026-08-27,33.61,16.7,25094838,1.0,uptrend,7/8
CRVL,Corvel Corp.,金融,专业保险,2026-08-27,69.43,16.7,11270898,1.0,uptrend,7/8
DELL,戴尔科技,科技,计算机制造,2026-08-27,472.26,16.7,2428094752,1.0,uptrend,7/8
ADBE,Adobe Inc.,科技,计算机软件：成品软件,2026-08-27,289.15,16.6,1157211665,1.0,uptrend,7/8
BHVN,Biohaven Ltd.,医疗保健,生物科技：制药,2026-08-27,16.12,16.6,42587621,1.0,uptrend,6/8
COIN,Coinbase,金融,金融：消费服务,2026-08-27,190.72,16.6,1638714582,1.0,uptrend,5/8
PTC,Ptc Inc.,科技,计算机软件：成品软件,2026-08-27,158.95,16.6,184249611,1.0,uptrend,7/8
SOFI,"Sofi Technologies, Inc.",金融,金融：消费服务,2026-08-27,19.18,16.5,882371287,1.0,uptrend,6/8
AXON,"Axon Enterprise, Inc.",工业,Ordnance And Accessories,2026-08-27,611.2,16.4,540730833,1.0,uptrend,6/8
SM,Sm Energy Company,能源,油气生产,2026-08-27,36.81,16.4,127661213,1.0,uptrend,7/8
SLDE,"Slide Insurance Holdings, Inc.",金融,财产意外险,2026-08-27,23.46,16.3,16562982,1.0,uptrend,7/8
MPC,马拉松石油,能源,综合石油公司,2026-08-27,363.54,16.1,849499158,1.0,uptrend,7/8
GRAL,"Grail, Inc.",医疗保健,医疗专科,2026-08-27,82.5,16.0,56501939,1.0,uptrend,6/8
AAMI,Acadian Asset Management Inc.,金融,投资管理,2026-08-27,97.31,15.9,32412372,1.0,uptrend,7/8
NBIS,Nebius集团,科技,计算机软件：编程与数据处理,2026-08-27,218.48,15.9,5751344683,1.0,uptrend,5/8
VGNT,Versigent Plc,非必需消费,Auto Parts:O.E.M.,2026-08-27,48.56,15.9,39625450,1.0,uptrend,6/7
ACRS,"Aclaris Therapeutics, Inc.",医疗保健,生物科技：制药,2026-08-27,6.16,15.8,11991109,1.0,uptrend,7/8
FDS,慧甚,科技,计算机软件：编程与数据处理,2026-08-27,304.47,15.8,225744077,1.0,uptrend,8/8
FSK,Fs Kkr Capital Corp.,金融,投资管理,2026-08-27,12.23,15.8,27246473,1.0,uptrend,7/8
LECO,林肯电气,工业,工业机械/零部件,2026-08-27,289.73,15.8,133465995,1.0,uptrend,8/8
ONC,百济神州,医疗保健,生物科技：制药,2026-08-27,372.49,15.7,142296356,1.0,uptrend,7/8
PCTY,Paylocity Holding Corporation,科技,计算机软件：成品软件,2026-08-27,158.15,15.7,115009896,1.0,uptrend,7/8
SLN,Silence Therapeutics Plc,医疗保健,生物科技：制药,2026-08-27,13.45,15.7,27239445,1.0,uptrend,6/8
TGT,塔吉特,非必需消费,Department/Specialty Retail Stores,2026-08-27,165.93,15.7,775856337,1.0,uptrend,8/8
TSCO,拖拉机供应公司,非必需消费,RETAIL: Building Materials,2026-08-27,34.7,15.7,383577857,1.0,uptrend,6/8
TENB,"Tenable Holdings, Inc.",科技,计算机软件：成品软件,2026-08-27,37.62,15.6,101038497,1.0,uptrend,5/8
DEC,Diversified Energy Company,,,2026-08-27,15.07,15.4,12208536,1.0,uptrend,7/8
FOX,福克斯公司-B,工业,广播电视,2026-08-27,60.4,15.4,57972686,1.0,uptrend,7/8
HPE,慧与,科技,零售：电脑软件及外设,2026-08-27,54.41,15.4,841452671,1.0,uptrend,6/8
VSEC,VSE技术服务,非必需消费,Military/Government/Technical,2026-08-27,221.0,15.4,87332276,1.0,uptrend,5/8
ALB,雅保,工业,Major Chemicals,2026-08-27,135.77,15.3,290248303,1.0,uptrend,5/8
ADSK,欧特克,科技,计算机软件：成品软件,2026-08-27,270.58,15.2,453793808,1.0,uptrend,8/8
MRK,默沙东,医疗保健,生物科技：制药,2026-08-27,149.54,15.2,1586027201,1.0,uptrend,8/8
BEAM,Beam Therapeutics Inc.,医疗保健,生物科技：生物制品,2026-08-27,30.48,15.1,46563887,1.0,uptrend,5/8
CRK,康斯托克能源,能源,油气生产,2026-08-27,14.62,15.1,28144947,1.0,uptrend,6/8
RVMD,"Revolution Medicines, Inc.",医疗保健,生物科技：生物制品,2026-08-27,221.15,15.1,372105526,1.0,uptrend,8/8
STEP,Stepstone Group Inc.,金融,投资管理,2026-08-27,50.2,15.1,65940148,1.0,uptrend,6/8
SEPN,"Septerna, Inc.",医疗保健,生物科技：制药,2026-08-27,40.47,15.0,19712374,1.0,uptrend,5/8
FLYW,Flywire Corporation - Voting,非必需消费,商业服务,2026-08-27,18.7,14.9,36916266,1.0,uptrend,7/8
ACN,埃森哲,非必需消费,商业服务,2026-08-27,187.38,14.8,989777265,1.0,uptrend,6/8
IDYA,IDEAYA生物科学,医疗保健,生物科技：制药,2026-08-27,41.77,14.8,27502487,1.0,uptrend,8/8
XPEL,"Xpel, Inc.",工业,工业特种品,2026-08-27,50.69,14.8,11056616,1.0,uptrend,7/8
ARES,Ares Management Corporation,金融,投资管理,2026-08-27,142.41,14.7,322773900,1.0,uptrend,7/8
HNI,Hni Corporation,非必需消费,Office Equipment/Supplies/Services,2026-08-27,49.96,14.6,25589365,1.0,uptrend,8/8
TALO,"Talos Energy, Inc.",能源,油气生产,2026-08-27,16.73,14.6,29825977,1.0,uptrend,6/8
LFST,"Lifestance Health Group, Inc.",医疗保健,医疗/护理服务,2026-08-27,12.3,14.5,51817677,1.0,uptrend,6/8
NAVN,"Navan, Inc.",科技,计算机软件：成品软件,2026-08-27,30.58,14.5,59893820,1.0,uptrend,8/8
OTF,Blue Owl Technology Finance Corp.,,,2026-08-27,11.3,14.5,34966564,1.0,uptrend,6/8
PSX,Phillips 66,能源,综合石油公司,2026-08-27,239.81,14.5,633112635,1.0,uptrend,7/8
TNK,帝凯油轮,非必需消费,海上运输,2026-08-27,88.2,14.4,38688177,1.0,uptrend,8/8
TYL,泰勒科技,科技,计算机软件：成品软件,2026-08-27,369.88,14.4,252038918,1.0,uptrend,7/8
ALKT,"Alkami Technology, Inc.",科技,计算机软件：成品软件,2026-08-27,20.35,14.3,25159598,1.0,uptrend,7/8
FOXA,福克斯公司-A,工业,广播电视,2026-08-27,67.22,14.3,358888589,1.0,uptrend,7/8
PLPC,Preformed Line Products Company,工业,Water Sewer Pipeline Comm & Power Line Construction,2026-08-27,420.97,14.3,47194182,1.0,uptrend,5/8
CMBT,Cmb.Tech Nv,非必需消费,海上运输,2026-08-27,18.28,14.2,17179280,1.0,uptrend,8/8
EXPD,康捷国际物流,工业,Integrated Freight & Logistics,2026-08-27,190.72,14.2,184792058,1.0,uptrend,7/8
JJSF,JJSF食品,必需消费,Specialty Foods,2026-08-27,87.75,14.2,21745879,1.0,uptrend,7/8
RVTY,"Revvity, Inc.",工业,生物科技：实验室分析仪器,2026-08-27,129.71,14.2,179839583,1.0,uptrend,8/8
VAC,万豪度假环球,金融,房地产,2026-08-27,111.44,14.2,63014929,1.0,uptrend,5/8
AA,美国铝业公司,工业,Aluminum,2026-08-27,51.19,14.1,257379058,1.0,uptrend,5/8
PAR,Par Technology Corporation,其他,Office Equipment/Supplies/Services,2026-08-27,19.23,14.1,17880956,1.0,uptrend,6/8
ATRO,Astronics,工业,Military/Government/Technical,2026-08-27,77.99,14.0,56175656,1.0,uptrend,5/8
GENI,Genius Sports Limited,非必需消费,Services-Misc. Amusement & Recreation,2026-08-27,7.96,14.0,51108665,1.0,uptrend,6/8
IVZ,景顺,金融,投资管理,2026-08-27,33.31,14.0,135247355,1.0,uptrend,7/8
NRIX,"Nurix Therapeutics, Inc.",医疗保健,生物科技：制药,2026-08-27,26.88,14.0,27911558,1.0,uptrend,8/8
AI,C3.ai Inc,科技,计算机软件：成品软件,2026-08-27,10.33,13.9,44531293,1.0,uptrend,6/8
BVN,布埃纳文图拉开采,基础材料,金属矿业,2026-08-27,36.3,13.9,38582327,1.0,uptrend,8/8
HRTG,"Heritage Insurance Holdings, Inc.",金融,财产意外险,2026-08-27,34.15,13.9,10801193,1.0,uptrend,7/8
A,安捷伦科技,工业,生物科技：实验室分析仪器,2026-08-27,157.69,13.7,298032240,1.0,uptrend,8/8
BDX,碧迪医疗,医疗保健,医疗/牙科器械,2026-08-27,188.13,13.7,328944204,1.0,uptrend,7/8
J,雅各布工程,工业,Military/Government/Technical,2026-08-27,150.62,13.7,129715053,1.0,uptrend,7/8
TX,特尔尼翁钢铁,工业,Steel/Iron Ore,2026-08-27,55.83,13.7,37124580,1.0,uptrend,7/8
USA,安捷伦科技,金融,Finance Companies,2026-08-27,157.69,13.7,298032240,1.0,uptrend,8/8
VRTX,福泰制药,医疗保健,生物科技：制药,2026-08-27,547.55,13.7,620922311,1.0,uptrend,6/8
DGII,美国迪进国际,Telecommunications,计算机网络设备,2026-08-27,77.45,13.6,29882132,1.0,uptrend,5/8
SITM,Sitime Corporation,科技,半导体,2026-08-27,599.89,13.6,296681139,1.0,uptrend,5/8
SNAP,Snap Inc.,科技,计算机软件：编程与数据处理,2026-08-27,5.33,13.6,239641468,1.0,uptrend,5/8
GLIBK,Liberty Capital Corporation - Series C Gci Group,Telecommunications,有线及其他付费电视,2026-08-27,26.14,13.5,10286918,1.0,uptrend,6/8
VERX,"Vertex, Inc.",科技,计算机软件：成品软件,2026-08-27,14.3,13.5,29998858,1.0,uptrend,6/8
AMGN,安进,医疗保健,生物科技：生物制品,2026-08-27,436.99,13.4,1073879381,1.0,uptrend,7/8
CXW,美国惩教公司,房地产,房地产投资信托(REITs),2026-08-27,33.79,13.4,53745074,1.0,uptrend,7/8
DOX,Amdocs Limited,科技,电子数据处理服务,2026-08-27,62.7,13.4,69959026,1.0,uptrend,6/8
GILD,吉利德科学,医疗保健,生物科技：生物制品,2026-08-27,148.86,13.4,894161914,1.0,uptrend,7/8
RMD,瑞思迈,医疗保健,医疗/牙科器械,2026-08-27,235.76,13.4,350987876,1.0,uptrend,7/8
WBD,华纳兄弟探索,Telecommunications,有线及其他付费电视,2026-08-27,28.88,13.4,562810426,1.0,uptrend,7/8
BX,黑石,金融,投资管理,2026-08-27,143.64,13.3,561542218,1.0,uptrend,7/8
HTGC,海格投资,金融,投资管理,2026-08-27,17.52,13.3,30866593,1.0,uptrend,8/8
MORN,晨星,金融,投资管理,2026-08-27,218.81,13.3,62392348,1.0,uptrend,7/8
SMR,Nuscale Power Corporation,工业,Metal Fabrications,2026-08-27,9.74,13.3,320769859,1.0,uptrend,6/8
VIRT,Virtu金融,金融,投资银行/经纪服务,2026-08-27,67.04,13.3,94329588,1.0,uptrend,5/8
BKKT,"Bakkt, Inc.",金融,金融：消费服务,2026-08-27,8.42,13.2,11899703,1.0,uptrend,5/8
TTEK,德照科技,非必需消费,Military/Government/Technical,2026-08-27,36.64,13.1,99712148,1.0,uptrend,8/8
BWIN,"The Baldwin Insurance Group, Inc.",金融,专业保险,2026-08-27,30.16,13.0,31987775,1.0,uptrend,5/8
CNXC,Concentrix Corporation,科技,计算机软件：成品软件,2026-08-27,28.13,13.0,28426265,1.0,uptrend,6/8
HOG,哈雷戴维森,非必需消费,Motor Vehicles,2026-08-27,27.84,13.0,51976867,1.0,uptrend,6/8
RIG,越洋钻探,能源,油气生产,2026-08-27,5.74,13.0,234031269,1.0,uptrend,6/8
VAL,华仕伯,能源,油气生产,2026-08-27,85.44,13.0,90367982,1.0,uptrend,6/8
HTHT,华住,非必需消费,酒店/度假村,2026-08-27,47.71,12.9,75565818,1.0,uptrend,7/8
MNDY,monday.com,科技,计算机软件：成品软件,2026-08-27,99.51,12.9,136212389,1.0,uptrend,7/8
MSI,摩托罗拉解决方案,科技,Radio And Television Broadcasting And Communications Equipment,2026-08-27,486.54,12.9,472291279,1.0,uptrend,7/8
TECK,泰克资源,工业,Mining & Quarrying of Nonmetallic Minerals (No Fuels),2026-08-27,70.54,12.9,196630885,1.0,uptrend,8/8
ZIM,以星航运,非必需消费,海上运输,2026-08-27,27.92,12.9,60823597,1.0,uptrend,7/8
CART,枫熊,非必需消费,商业服务,2026-08-27,50.48,12.8,219676757,1.0,uptrend,7/8
NE,Noble Finance,能源,油气生产,2026-08-27,46.74,12.8,49659801,1.0,uptrend,8/8
ROAD,"Construction Partners, Inc.",工业,Military/Government/Technical,2026-08-27,114.75,12.8,83984197,1.0,uptrend,5/8
CRSR,"Corsair Gaming, Inc.",科技,Computer peripheral equipment,2026-08-27,11.98,12.7,28332864,1.0,uptrend,5/8
FIVE,"Five Below, Inc.",非必需消费,Department/Specialty Retail Stores,2026-08-27,246.98,12.7,235609118,1.0,uptrend,7/8
DQ,大全新能源,科技,半导体,2026-08-27,13.64,12.6,16011971,1.0,uptrend,5/8
FTDR,"Frontdoor, Inc.",非必需消费,Diversified Commercial Services,2026-08-27,82.82,12.6,44196106,1.0,uptrend,6/8
TNDM,"Tandem Diabetes Care, Inc.",医疗保健,医疗/牙科器械,2026-08-27,21.4,12.6,46570837,1.0,uptrend,5/8
JHX,詹姆斯哈迪,工业,建筑材料,2026-08-27,29.77,12.5,179529532,1.0,uptrend,7/8
MITK,"Mitek Systems, Inc.",科技,Computer peripheral equipment,2026-08-27,19.21,12.5,13879566,1.0,uptrend,5/8
PFE,辉瑞,医疗保健,生物科技：制药,2026-08-27,28.02,12.5,1046223654,1.0,uptrend,7/8
POET,Poet Technologies Inc.,科技,半导体,2026-08-27,8.19,12.5,99142189,1.0,uptrend,5/8
SLB,斯伦贝谢,能源,Oilfield Services/Equipment,2026-08-27,55.01,12.5,508440554,1.0,uptrend,7/8
VYX,Ncr Voyix Corporation,其他,Office Equipment/Supplies/Services,2026-08-27,9.18,12.5,19618738,1.0,uptrend,6/8
GENB,"Generate Biomedicines, Inc.",医疗保健,生物科技：制药,2026-08-27,15.77,12.4,19817851,1.0,uptrend,6/7
KYMR,"Kymera Therapeutics, Inc.",医疗保健,生物科技：生物制品,2026-08-27,120.23,12.4,79512635,1.0,uptrend,5/8
GEN,Gen Digital Inc.,科技,计算机软件：成品软件,2026-08-27,30.5,12.3,160093542,1.0,uptrend,8/8
INVX,"Innovex International, Inc.",非必需消费,Oil and Gas Field Machinery,2026-08-27,29.84,12.3,24888888,1.0,uptrend,5/8
BHP,必和必拓,能源,煤炭开采,2026-08-27,96.37,12.2,255146270,1.0,uptrend,8/8
GPOR,格尔夫波特能源,能源,油气生产,2026-08-27,176.13,12.2,55259452,1.0,uptrend,6/8
HAL,哈里伯顿,能源,Oilfield Services/Equipment,2026-08-27,35.49,12.2,355118528,1.0,uptrend,6/8
MSFT,微软,科技,计算机软件：成品软件,2026-08-27,505.06,12.2,14707192788,1.0,uptrend,7/8
PKX,浦项钢铁,工业,Steel/Iron Ore,2026-08-27,61.15,12.2,14561758,1.0,uptrend,6/8
ALSN,艾里逊变速箱,非必需消费,Auto Parts:O.E.M.,2026-08-27,129.16,12.1,105245601,1.0,uptrend,8/8
